appid,name,date,price,score,bucket,missed_savings_pct
381210,Dead_by_Daylight,2025-07-10,1159.0,60.58684285578477,Fair Deal,60.05176876617774
381210,Dead_by_Daylight,2025-07-29,463.0,79.4329967019386,Good Value,-87.6889848812095
381210,Dead_by_Daylight,2025-08-12,1159.0,48.19469566101006,Wait a Bit,60.05176876617774
381210,Dead_by_Daylight,2025-09-23,869.0,38.672489724016444,Wait a Bit,46.72036823935558
381210,Dead_by_Daylight,2025-09-29,463.0,68.28787433940106,Fair Deal,0.0
381210,Dead_by_Daylight,2025-10-06,1159.0,50.68812133571247,Wait a Bit,60.05176876617774
381210,Dead_by_Daylight,2025-10-20,463.0,74.9188905664817,Good Value,0.0
381210,Dead_by_Daylight,2025-11-03,1159.0,59.671611253196936,Fair Deal,60.05176876617774
381210,Dead_by_Daylight,2025-11-14,1029.0,59.671611253196936,Fair Deal,55.00485908649174
381210,Dead_by_Daylight,2025-11-25,1112.0,59.671611253196936,Fair Deal,58.36330935251799
381210,Dead_by_Daylight,2025-11-26,1159.0,59.671611253196936,Fair Deal,60.05176876617774
381210,Dead_by_Daylight,2025-12-18,463.0,76.44382496026203,Good Value,0.0
381210,Dead_by_Daylight,2026-01-05,1159.0,59.63521601915333,Fair Deal,60.05176876617774
381210,Dead_by_Daylight,2026-01-27,463.0,78.48136986530719,Good Value,0.0
381210,Dead_by_Daylight,2026-02-10,1159.0,59.9883658008658,Fair Deal,60.05176876617774
381210,Dead_by_Daylight,2026-03-17,463.0,75.99809904115159,Good Value,-100.0
381210,Dead_by_Daylight,2026-03-26,1159.0,51.76732981038235,Wait a Bit,0.0
548430,Deep_Rock_Galactic,2024-08-01,230.0,97.32481659499115,Excellent Buy,0.0
548430,Deep_Rock_Galactic,2024-08-15,231.0,97.23952874850927,Excellent Buy,0.4329004329004329
548430,Deep_Rock_Galactic,2024-08-15,699.0,77.32481659499115,Good Value,67.0958512160229
548430,Deep_Rock_Galactic,2024-09-14,230.0,97.75191326530611,Excellent Buy,0.0
548430,Deep_Rock_Galactic,2024-09-28,699.0,77.75191326530611,Good Value,67.0958512160229
548430,Deep_Rock_Galactic,2024-10-28,230.0,97.72637795275591,Excellent Buy,0.0
548430,Deep_Rock_Galactic,2024-11-11,699.0,79.17980400511291,Good Value,67.0958512160229
548430,Deep_Rock_Galactic,2024-11-27,230.0,99.17980400511291,Excellent Buy,0.0
548430,Deep_Rock_Galactic,2024-12-04,699.0,78.09697088906373,Good Value,67.0958512160229
548430,Deep_Rock_Galactic,2024-12-11,230.0,98.09697088906373,Excellent Buy,0.0
548430,Deep_Rock_Galactic,2025-01-03,699.0,77.72123053551083,Good Value,67.0958512160229
548430,Deep_Rock_Galactic,2025-01-31,230.0,97.72123053551083,Excellent Buy,0.0
548430,Deep_Rock_Galactic,2025-02-14,699.0,77.6981450252951,Good Value,67.0958512160229
548430,Deep_Rock_Galactic,2025-03-13,230.0,97.510162601626,Excellent Buy,0.0
548430,Deep_Rock_Galactic,2025-03-31,699.0,77.510162601626,Good Value,67.0958512160229
548430,Deep_Rock_Galactic,2025-04-30,230.0,97.5085490962384,Excellent Buy,0.0
548430,Deep_Rock_Galactic,2025-05-14,699.0,77.1830985915493,Good Value,67.0958512160229
548430,Deep_Rock_Galactic,2025-06-13,230.0,97.30363423212192,Excellent Buy,9.130434782608695
548430,Deep_Rock_Galactic,2025-06-27,230.0,97.30363423212192,Excellent Buy,9.130434782608695
548430,Deep_Rock_Galactic,2025-07-10,699.0,76.50630011454754,Good Value,70.10014306151645
548430,Deep_Rock_Galactic,2025-07-26,209.0,96.50630011454754,Excellent Buy,-10.047846889952153
548430,Deep_Rock_Galactic,2025-08-09,699.0,76.47798742138366,Good Value,67.0958512160229
548430,Deep_Rock_Galactic,2025-09-08,230.0,95.23190914756597,Excellent Buy,9.130434782608695
548430,Deep_Rock_Galactic,2025-09-22,699.0,76.94619486185168,Good Value,70.10014306151645
548430,Deep_Rock_Galactic,2025-09-29,230.0,95.23190914756597,Excellent Buy,9.130434782608695
548430,Deep_Rock_Galactic,2025-10-06,699.0,76.66744621141254,Good Value,70.10014306151645
548430,Deep_Rock_Galactic,2025-10-22,209.0,96.66744621141254,Excellent Buy,0.0
548430,Deep_Rock_Galactic,2025-11-05,699.0,78.979802143446,Good Value,70.10014306151645
548430,Deep_Rock_Galactic,2025-12-05,209.0,97.47553816046967,Excellent Buy,0.0
548430,Deep_Rock_Galactic,2026-01-05,699.0,76.33179114342366,Good Value,70.10014306151645
548430,Deep_Rock_Galactic,2026-01-20,209.0,96.33179114342366,Excellent Buy,0.0
548430,Deep_Rock_Galactic,2026-02-03,699.0,68.42411236831838,Fair Deal,70.10014306151645
548430,Deep_Rock_Galactic,2026-03-05,209.0,96.34679433805162,Excellent Buy,-100.0
548430,Deep_Rock_Galactic,2026-03-26,939.0,76.34679433805162,Good Value,0.0
782330,DOOM_Eternal,2024-08-08,449.0,93.67289190718732,Excellent Buy,-100.0
782330,DOOM_Eternal,2024-10-28,449.0,93.9699863574352,Excellent Buy,0.0
782330,DOOM_Eternal,2024-11-04,1799.0,66.32596685082873,Fair Deal,75.04168982768205
782330,DOOM_Eternal,2024-11-27,449.0,94.32596685082873,Excellent Buy,0.0
782330,DOOM_Eternal,2024-12-04,1799.0,66.46694214876034,Fair Deal,75.04168982768205
782330,DOOM_Eternal,2024-12-20,449.0,94.46694214876034,Excellent Buy,0.0
782330,DOOM_Eternal,2025-01-03,1799.0,65.41528436018957,Fair Deal,75.04168982768205
782330,DOOM_Eternal,2025-01-22,449.0,93.41528436018957,Excellent Buy,0.0
782330,DOOM_Eternal,2025-01-30,1799.0,65.41528436018957,Fair Deal,75.04168982768205
782330,DOOM_Eternal,2025-03-13,449.0,94.1699449252557,Excellent Buy,-100.0
782330,DOOM_Eternal,2025-06-26,449.0,94.77911646586345,Excellent Buy,0.0
782330,DOOM_Eternal,2025-07-10,1799.0,66.59110473457676,Fair Deal,75.04168982768205
782330,DOOM_Eternal,2025-07-30,449.0,94.59110473457676,Excellent Buy,-100.0
782330,DOOM_Eternal,2025-08-13,1799.0,65.5,Fair Deal,90.05002779321846
782330,DOOM_Eternal,2025-09-29,179.0,88.48462664714495,Excellent Buy,-100.0
782330,DOOM_Eternal,2025-10-06,1799.0,64.29965156794424,Fair Deal,75.04168982768205
782330,DOOM_Eternal,2025-11-24,449.0,82.68879946344734,Good Value,0.0
782330,DOOM_Eternal,2025-12-02,1799.0,64.37613751263903,Fair Deal,75.04168982768205
782330,DOOM_Eternal,2025-12-18,449.0,83.0428041793057,Good Value,20.044543429844097
782330,DOOM_Eternal,2026-01-05,1799.0,65.99043570669501,Fair Deal,80.04446914952752
782330,DOOM_Eternal,2026-02-02,359.0,86.82531597811735,Excellent Buy,-25.069637883008355
782330,DOOM_Eternal,2026-02-15,1799.0,65.04753820033956,Fair Deal,75.04168982768205
782330,DOOM_Eternal,2026-03-19,449.0,85.19937694704049,Excellent Buy,-100.0
